Month,Price,Change
Jun 2006,56.19,3.11%
Jul 2006,56.68,0.87%
Aug 2006,61.43,8.39%
Sep 2006,59.96,-2.40%
Oct 2006,57.29,-4.45%
Nov 2006,56.97,-0.56%
Dec 2006,58.47,2.64%
Jan 2007,57.64,-1.42%
Feb 2007,56.53,-1.93%
Mar 2007,56.79,0.47%
Apr 2007,53.11,-6.48%
May 2007,49.77,-6.30%
Jun 2007,54.62,9.76%
Jul 2007,60.62,10.99%
Aug 2007,60.00,-1.03%
Sep 2007,60.51,0.85%
Oct 2007,60.06,-0.74%
Nov 2007,60.74,1.13%
Dec 2007,60.34,-0.65%
Jan 2008,63.39,5.05%
Feb 2008,65.55,3.41%
Mar 2008,71.43,8.97%
Apr 2008,66.45,-6.97%
May 2008,68.66,3.33%
Jun 2008,72.79,6.01%
Jul 2008,72.82,0.04%
Aug 2008,73.85,1.42%
Sep 2008,73.81,-0.06%
Oct 2008,66.64,-9.72%
Nov 2008,59.29,-11.02%
Dec 2008,59.34,0.08%
Jan 2009,62.03,4.52%
Feb 2009,60.05,-3.19%
Mar 2009,58.45,-2.67%
Apr 2009,62.59,7.09%
May 2009,66.49,6.24%
Jun 2009,64.49,-3.00%
Jul 2009,69.37,7.55%
Aug 2009,68.61,-1.09%
Sep 2009,68.30,-0.46%
Oct 2009,68.68,0.56%
Nov 2009,73.58,7.13%
Dec 2009,78.34,6.47%
Jan 2010,78.53,0.25%
Feb 2010,81.53,3.82%
Mar 2010,85.99,5.47%
Apr 2010,86.33,0.39%
May 2010,91.08,5.51%
Jun 2010,95.46,4.80%
Jul 2010,87.18,-8.67%
Aug 2010,92.67,6.29%
Sep 2010,106.35,14.76%
Oct 2010,123.92,16.53%
Nov 2010,153.03,23.49%
Dec 2010,167.13,9.21%
Jan 2011,178.81,6.99%
Feb 2011,213.64,19.48%
Mar 2011,227.65,6.56%
Apr 2011,212.16,-6.80%
May 2011,163.87,-22.76%
Jun 2011,142.63,-12.96%
Jul 2011,119.48,-16.23%
Aug 2011,114.10,-4.50%
Sep 2011,123.14,7.92%
Oct 2011,120.15,-2.43%
Nov 2011,117.10,-2.54%
Dec 2011,110.55,-5.59%
Jan 2012,114.24,3.34%
Feb 2012,109.14,-4.46%
Mar 2012,110.21,0.97%
Apr 2012,113.97,3.41%
May 2012,105.96,-7.03%
Jun 2012,101.41,-4.29%
Jul 2012,102.72,1.29%
Aug 2012,103.34,0.60%
Sep 2012,101.48,-1.80%
Oct 2012,95.85,-5.54%
Nov 2012,97.40,1.61%
Dec 2012,100.49,3.17%
Jan 2013,102.65,2.15%
Feb 2013,106.41,3.66%
Mar 2013,113.13,6.31%
Apr 2013,110.38,-2.43%
May 2013,112.27,1.71%
Jun 2013,119.57,6.51%
Jul 2013,121.95,1.99%
Aug 2013,128.95,5.74%
Sep 2013,126.74,-1.71%
Oct 2013,121.41,-4.20%
Nov 2013,117.27,-3.42%
Dec 2013,119.56,1.96%
Jan 2014,124.89,4.46%
Feb 2014,128.93,3.23%
Mar 2014,130.47,1.19%
Apr 2014,125.54,-3.78%
May 2014,121.06,-3.57%
Jun 2014,119.43,-1.35%
Jul 2014,111.12,-6.96%
Aug 2014,99.26,-10.67%
Sep 2014,98.63,-0.63%
Oct 2014,95.09,-3.59%
Nov 2014,91.90,-3.36%
Dec 2014,94.69,3.04%
Jan 2015,91.96,-2.89%
Feb 2015,95.52,3.87%
Mar 2015,95.55,0.03%
Apr 2015,99.19,3.82%
May 2015,102.73,3.57%
Jun 2015,102.18,-0.54%
Jul 2015,101.83,-0.34%
Aug 2015,102.81,0.96%
Sep 2015,100.65,-2.11%
Oct 2015,98.91,-1.72%
Nov 2015,101.06,2.17%
Dec 2015,103.22,2.14%
Jan 2016,102.29,-0.91%
Feb 2016,100.32,-1.92%
Mar 2016,96.56,-3.74%
Apr 2016,101.70,5.32%
May 2016,103.67,1.94%
Jun 2016,109.67,5.78%
Jul 2016,120.32,9.71%
Aug 2016,118.48,-1.53%
Sep 2016,114.80,-3.11%
Oct 2016,115.49,0.60%
Nov 2016,117.50,1.74%
Dec 2016,118.82,1.13%
Jan 2017,123.96,4.32%
Feb 2017,126.15,1.77%
Mar 2017,125.90,-0.20%
Apr 2017,123.87,-1.61%
May 2017,125.62,1.41%
Jun 2017,120.50,-4.08%
Jul 2017,119.21,-1.06%
Aug 2017,111.94,-6.10%
Sep 2017,114.74,2.50%
Oct 2017,112.60,-1.87%
Nov 2017,114.82,1.98%
Dec 2017,120.78,5.18%
Jan 2018,127.93,5.92%
Feb 2018,125.53,-1.87%
Mar 2018,131.97,5.13%
Apr 2018,133.30,1.00%
May 2018,140.49,5.40%
Jun 2018,145.76,3.75%
Jul 2018,145.65,-0.07%
Aug 2018,144.63,-0.70%
Sep 2018,143.88,-0.52%
Oct 2018,140.61,-2.27%
Nov 2018,137.18,-2.44%
Dec 2018,134.58,-1.90%
Jan 2019,128.77,-4.32%
Feb 2019,127.46,-1.01%
Mar 2019,128.54,0.84%
Apr 2019,133.30,3.71%
May 2019,123.53,-7.33%
Jun 2019,118.74,-3.87%
Jul 2019,114.91,-3.23%
Aug 2019,110.99,-3.41%
Sep 2019,111.99,0.91%
Oct 2019,115.81,3.41%
Nov 2019,117.86,1.76%
Dec 2019,118.88,0.87%
Jan 2020,124.11,4.40%
Feb 2020,120.75,-2.71%
Mar 2020,110.73,-8.30%
Apr 2020,106.66,-3.67%
May 2020,109.71,2.85%
Jun 2020,112.81,2.82%
Jul 2020,113.28,0.42%
Aug 2020,114.99,1.52%
Sep 2020,114.66,-0.29%
Oct 2020,121.23,5.74%
Nov 2020,127.00,4.75%
Dec 2020,131.85,3.82%
Jan 2021,140.37,6.46%
Feb 2021,149.17,6.27%
Mar 2021,147.04,-1.43%
Apr 2021,148.84,1.22%
May 2021,146.72,-1.42%
Jun 2021,153.00,4.28%
Jul 2021,160.22,4.72%
Aug 2021,165.42,3.25%
Sep 2021,168.58,1.91%
Oct 2021,194.00,15.08%
Nov 2021,207.81,7.12%
Dec 2021,200.18,-3.67%
Jan 2022,216.64,8.23%
Feb 2022,228.85,5.63%
Mar 2022,237.12,3.61%
Apr 2022,260.54,9.88%
May 2022,279.09,7.12%
Jun 2022,265.47,-4.88%
Jul 2022,230.10,-13.32%
Aug 2022,217.98,-5.27%
Sep 2022,207.84,-4.65%
Oct 2022,181.13,-12.85%
Nov 2022,182.48,0.74%
Dec 2022,182.84,0.20%
Jan 2023,180.97,-1.02%
Feb 2023,180.90,-0.04%
Mar 2023,172.81,-4.47%
Apr 2023,172.24,-0.33%
May 2023,170.43,-1.05%
Jun 2023,167.79,-1.55%
Jul 2023,168.46,0.40%
Aug 2023,174.68,3.69%
Sep 2023,179.41,2.71%
Oct 2023,175.62,-2.11%
Nov 2023,165.75,-5.62%
Dec 2023,166.60,0.51%
Jan 2024,168.76,1.29%
Feb 2024,181.69,7.66%
